Location,Sea level [mm],Date
Helsinki Kaivopuisto,65.41666666666667,1976-05-06
Helsinki Kaivopuisto,18.541666666666668,1976-05-07
Helsinki Kaivopuisto,-40.416666666666664,1976-05-08
Helsinki Kaivopuisto,-103.33333333333333,1976-05-09
Helsinki Kaivopuisto,-147.125,1976-05-10
Helsinki Kaivopuisto,-185.25,1976-05-11
Helsinki Kaivopuisto,-153.875,1976-05-12
Helsinki Kaivopuisto,-156.5,1976-05-13
Helsinki Kaivopuisto,-102.16666666666667,1976-05-14
Helsinki Kaivopuisto,-96.08333333333333,1976-05-15
Helsinki Kaivopuisto,-91.29166666666667,1976-05-16
Helsinki Kaivopuisto,-54.541666666666664,1976-05-17
Helsinki Kaivopuisto,-91.29166666666667,1976-05-18
Helsinki Kaivopuisto,-127.95833333333333,1976-05-19
Helsinki Kaivopuisto,-176.04166666666666,1976-05-20
Helsinki Kaivopuisto,-245.08333333333334,1976-05-21
Helsinki Kaivopuisto,-222.45833333333334,1976-05-22
Helsinki Kaivopuisto,-193.33333333333334,1976-05-23
Helsinki Kaivopuisto,-222.91666666666666,1976-05-24
Helsinki Kaivopuisto,-234.5,1976-05-25
Helsinki Kaivopuisto,-212.125,1976-05-26
Helsinki Kaivopuisto,-313.8333333333333,1976-05-27
Helsinki Kaivopuisto,-319.5416666666667,1976-05-28
Helsinki Kaivopuisto,-303.1666666666667,1976-05-29
Helsinki Kaivopuisto,-250.83333333333334,1976-05-30
Helsinki Kaivopuisto,-228.66666666666666,1976-05-31
Helsinki Kaivopuisto,-192.08333333333334,1976-06-01
Helsinki Kaivopuisto,-156.16666666666666,1976-06-02
Helsinki Kaivopuisto,-92.29166666666667,1976-06-03
Helsinki Kaivopuisto,-116.95833333333333,1976-06-04
Helsinki Kaivopuisto,-103.20833333333333,1976-06-05
Helsinki Kaivopuisto,-137.20833333333334,1976-06-06
Helsinki Kaivopuisto,-90.75,1976-06-07
Helsinki Kaivopuisto,-70.875,1976-06-08
Helsinki Kaivopuisto,-74.58333333333333,1976-06-09
Helsinki Kaivopuisto,-120.375,1976-06-10
Helsinki Kaivopuisto,-142.54166666666666,1976-06-11
Helsinki Kaivopuisto,-76.20833333333333,1976-06-12
Helsinki Kaivopuisto,-69.79166666666667,1976-06-13
Helsinki Kaivopuisto,-38.583333333333336,1976-06-14
Helsinki Kaivopuisto,-73.33333333333333,1976-06-15
Helsinki Kaivopuisto,-146.08333333333334,1976-06-16
Helsinki Kaivopuisto,142.95833333333334,1976-06-17
Helsinki Kaivopuisto,148.125,1976-06-18
Helsinki Kaivopuisto,151.45833333333334,1976-06-19
Helsinki Kaivopuisto,101.375,1976-06-20
Helsinki Kaivopuisto,127.375,1976-06-21
Helsinki Kaivopuisto,207.41666666666666,1976-06-22
Helsinki Kaivopuisto,176.875,1976-06-23
Helsinki Kaivopuisto,126.79166666666667,1976-06-24
Helsinki Kaivopuisto,92.41666666666667,1976-06-25
Helsinki Kaivopuisto,72.33333333333333,1976-06-26
Helsinki Kaivopuisto,97.33333333333333,1976-06-27
Helsinki Kaivopuisto,116.16666666666667,1976-06-28
Helsinki Kaivopuisto,124.08333333333333,1976-06-29
Helsinki Kaivopuisto,101.625,1976-06-30
Helsinki Kaivopuisto,89.875,1976-07-01
Helsinki Kaivopuisto,81.29166666666667,1976-07-02
Helsinki Kaivopuisto,29.791666666666668,1976-07-03
Helsinki Kaivopuisto,12.125,1976-07-04
Helsinki Kaivopuisto,-35.666666666666664,1976-07-05
Helsinki Kaivopuisto,-21.583333333333332,1976-07-06
Helsinki Kaivopuisto,-51.25,1976-07-07
Helsinki Kaivopuisto,-74.79166666666667,1976-07-08
Helsinki Kaivopuisto,-117.16666666666667,1976-07-09
Helsinki Kaivopuisto,-101.66666666666667,1976-07-10
Helsinki Kaivopuisto,-50.25,1976-07-11
Helsinki Kaivopuisto,-91.41666666666667,1976-07-12
Helsinki Kaivopuisto,-107.375,1976-07-13
Helsinki Kaivopuisto,-122.16666666666667,1976-07-14
Helsinki Kaivopuisto,-129.29166666666666,1976-07-15
Helsinki Kaivopuisto,-119.20833333333333,1976-07-16
Helsinki Kaivopuisto,-143.0,1976-07-17
Helsinki Kaivopuisto,-133.79166666666666,1976-07-18
Helsinki Kaivopuisto,-112.58333333333333,1976-07-19
Helsinki Kaivopuisto,-119.66666666666667,1976-07-20
Helsinki Kaivopuisto,-122.70833333333333,1976-07-21
Helsinki Kaivopuisto,-95.83333333333333,1976-07-22
Helsinki Kaivopuisto,-27.416666666666668,1976-07-23
Helsinki Kaivopuisto,-30.625,1976-07-24
Helsinki Kaivopuisto,-56.0,1976-07-25
Helsinki Kaivopuisto,-0.75,1976-07-26
Helsinki Kaivopuisto,-34.125,1976-07-27
Helsinki Kaivopuisto,80.29166666666667,1976-07-28
Helsinki Kaivopuisto,138.91666666666666,1976-07-29
Helsinki Kaivopuisto,141.95833333333334,1976-07-30
Helsinki Kaivopuisto,167.08333333333334,1976-07-31
Helsinki Kaivopuisto,196.41666666666666,1976-08-01
Helsinki Kaivopuisto,155.58333333333334,1976-08-02
Helsinki Kaivopuisto,190.41666666666666,1976-08-03
Helsinki Kaivopuisto,131.75,1976-08-04
Helsinki Kaivopuisto,202.54166666666666,1976-08-05
Helsinki Kaivopuisto,213.08333333333334,1976-08-06
Helsinki Kaivopuisto,181.83333333333334,1976-08-07
Helsinki Kaivopuisto,178.5,1976-08-08
Helsinki Kaivopuisto,134.58333333333334,1976-08-09
Helsinki Kaivopuisto,86.91666666666667,1976-08-10
Helsinki Kaivopuisto,17.416666666666668,1976-08-11
Helsinki Kaivopuisto,-3.25,1976-08-12
Helsinki Kaivopuisto,-30.041666666666668,1976-08-13
Helsinki Kaivopuisto,-80.83333333333333,1976-08-14
Helsinki Kaivopuisto,-92.375,1976-08-15
Helsinki Kaivopuisto,-100.66666666666667,1976-08-16
Helsinki Kaivopuisto,-76.54166666666667,1976-08-17
Helsinki Kaivopuisto,-69.79166666666667,1976-08-18
Helsinki Kaivopuisto,-80.45833333333333,1976-08-19
Helsinki Kaivopuisto,-102.54166666666667,1976-08-20
Helsinki Kaivopuisto,-152.0,1976-08-21
Helsinki Kaivopuisto,-135.5,1976-08-22
Helsinki Kaivopuisto,-138.75,1976-08-23
Helsinki Kaivopuisto,-115.08333333333333,1976-08-24
Helsinki Kaivopuisto,-138.54166666666666,1976-08-25
Helsinki Kaivopuisto,-159.125,1976-08-26
Helsinki Kaivopuisto,-262.8333333333333,1976-08-27
Helsinki Kaivopuisto,-123.70833333333333,1976-08-28
Helsinki Kaivopuisto,-100.0,1976-08-29
Helsinki Kaivopuisto,-192.16666666666666,1976-08-30
Helsinki Kaivopuisto,-163.16666666666666,1976-08-31
Helsinki Kaivopuisto,-53.25,1976-09-01
Helsinki Kaivopuisto,-74.83333333333333,1976-09-02
Helsinki Kaivopuisto,-141.16666666666666,1976-09-03
Helsinki Kaivopuisto,53.291666666666664,1976-09-04
Helsinki Kaivopuisto,56.166666666666664,1976-09-05
Helsinki Kaivopuisto,41.875,1976-09-06
Helsinki Kaivopuisto,53.791666666666664,1976-09-07
Helsinki Kaivopuisto,109.79166666666667,1976-09-08
Helsinki Kaivopuisto,46.458333333333336,1976-09-09
Helsinki Kaivopuisto,-18.25,1976-09-10
Helsinki Kaivopuisto,106.125,1976-09-11
Helsinki Kaivopuisto,-22.041666666666668,1976-09-12
Helsinki Kaivopuisto,24.0,1976-09-13
Helsinki Kaivopuisto,-43.791666666666664,1976-09-14
Helsinki Kaivopuisto,92.79166666666667,1976-09-15
Helsinki Kaivopuisto,-66.95833333333333,1976-09-16
Helsinki Kaivopuisto,-198.45833333333334,1976-09-17
Helsinki Kaivopuisto,-130.79166666666666,1976-09-18
Helsinki Kaivopuisto,-153.0,1976-09-19
Helsinki Kaivopuisto,-171.79166666666666,1976-09-20
Helsinki Kaivopuisto,-188.41666666666666,1976-09-21
Helsinki Kaivopuisto,-214.83333333333334,1976-09-22
Helsinki Kaivopuisto,-211.125,1976-09-23
Helsinki Kaivopuisto,-243.83333333333334,1976-09-24
Helsinki Kaivopuisto,-318.5,1976-09-25
Helsinki Kaivopuisto,-177.5,1976-09-26
Helsinki Kaivopuisto,-211.83333333333334,1976-09-27
Helsinki Kaivopuisto,-334.1666666666667,1976-09-28
Helsinki Kaivopuisto,-343.9583333333333,1976-09-29
Helsinki Kaivopuisto,-381.4583333333333,1976-09-30
Helsinki Kaivopuisto,-255.125,1976-10-01
Helsinki Kaivopuisto,-409.125,1976-10-02
Helsinki Kaivopuisto,-427.0,1976-10-03
Helsinki Kaivopuisto,-499.6666666666667,1976-10-04
Helsinki Kaivopuisto,-454.6666666666667,1976-10-05
Helsinki Kaivopuisto,-374.5416666666667,1976-10-06
Helsinki Kaivopuisto,-363.9583333333333,1976-10-07
Helsinki Kaivopuisto,-229.25,1976-10-08
Helsinki Kaivopuisto,-223.33333333333334,1976-10-09
Helsinki Kaivopuisto,-200.875,1976-10-10
Helsinki Kaivopuisto,-172.79166666666666,1976-10-11
Helsinki Kaivopuisto,-283.7083333333333,1976-10-12
Helsinki Kaivopuisto,-549.0416666666666,1976-10-13
Helsinki Kaivopuisto,-637.8333333333334,1976-10-14
Helsinki Kaivopuisto,-592.7916666666666,1976-10-15
Helsinki Kaivopuisto,-535.75,1976-10-16
Helsinki Kaivopuisto,-538.3333333333334,1976-10-17
Helsinki Kaivopuisto,-531.2916666666666,1976-10-18
Helsinki Kaivopuisto,-542.5,1976-10-19
Helsinki Kaivopuisto,-527.75,1976-10-20
Helsinki Kaivopuisto,-494.0,1976-10-21
Helsinki Kaivopuisto,-500.9166666666667,1976-10-22
Helsinki Kaivopuisto,-481.625,1976-10-23
Helsinki Kaivopuisto,-460.9166666666667,1976-10-24
Helsinki Kaivopuisto,-518.7916666666666,1976-10-25
Helsinki Kaivopuisto,-451.5416666666667,1976-10-26
Helsinki Kaivopuisto,-536.875,1976-10-27
Helsinki Kaivopuisto,-521.875,1976-10-28
Helsinki Kaivopuisto,-489.125,1976-10-29
Helsinki Kaivopuisto,-482.75,1976-10-30
Helsinki Kaivopuisto,-525.28,1976-10-31
Helsinki Kaivopuisto,-420.4583333333333,1976-11-01
Helsinki Kaivopuisto,-294.4583333333333,1976-11-02
Helsinki Kaivopuisto,-404.5,1976-11-03
Helsinki Kaivopuisto,-490.5416666666667,1976-11-04
Helsinki Kaivopuisto,-292.0416666666667,1976-11-05
Helsinki Kaivopuisto,-231.0,1976-11-06
Helsinki Kaivopuisto,-398.0416666666667,1976-11-07
Helsinki Kaivopuisto,-318.4166666666667,1976-11-08
Helsinki Kaivopuisto,-105.16666666666667,1976-11-09
Helsinki Kaivopuisto,-263.1666666666667,1976-11-10
Helsinki Kaivopuisto,-264.5416666666667,1976-11-11
Helsinki Kaivopuisto,-202.54166666666666,1976-11-12
Helsinki Kaivopuisto,-117.58333333333333,1976-11-13
Helsinki Kaivopuisto,-271.6666666666667,1976-11-14
Helsinki Kaivopuisto,-349.7916666666667,1976-11-15
Helsinki Kaivopuisto,-237.91666666666666,1976-11-16
Helsinki Kaivopuisto,-238.625,1976-11-17
Helsinki Kaivopuisto,-260.25,1976-11-18
Helsinki Kaivopuisto,-247.08333333333334,1976-11-19
Helsinki Kaivopuisto,-147.0,1976-11-20
Helsinki Kaivopuisto,-6.583333333333333,1976-11-21
Helsinki Kaivopuisto,-115.16666666666667,1976-11-22
Helsinki Kaivopuisto,-84.20833333333333,1976-11-23
Helsinki Kaivopuisto,-44.541666666666664,1976-11-24
Helsinki Kaivopuisto,-40.0,1976-11-25
Helsinki Kaivopuisto,12.208333333333334,1976-11-26
Helsinki Kaivopuisto,67.95833333333333,1976-11-27
Helsinki Kaivopuisto,81.20833333333333,1976-11-28
Helsinki Kaivopuisto,188.95833333333334,1976-11-29
Helsinki Kaivopuisto,209.125,1976-11-30
Helsinki Kaivopuisto,96.91666666666667,1976-12-01
Helsinki Kaivopuisto,408.2916666666667,1976-12-02
Helsinki Kaivopuisto,92.45833333333333,1976-12-03
Helsinki Kaivopuisto,165.95833333333334,1976-12-04
Helsinki Kaivopuisto,196.58333333333334,1976-12-05
Helsinki Kaivopuisto,175.625,1976-12-06
Helsinki Kaivopuisto,154.45833333333334,1976-12-07
Helsinki Kaivopuisto,75.125,1976-12-08
Helsinki Kaivopuisto,91.20833333333333,1976-12-09
Helsinki Kaivopuisto,230.08333333333334,1976-12-10
Helsinki Kaivopuisto,260.125,1976-12-11
Helsinki Kaivopuisto,125.04166666666667,1976-12-12
Helsinki Kaivopuisto,95.125,1976-12-13
Helsinki Kaivopuisto,195.875,1976-12-14
Helsinki Kaivopuisto,83.66666666666667,1976-12-15
Helsinki Kaivopuisto,90.25,1976-12-16
Helsinki Kaivopuisto,43.791666666666664,1976-12-17
Helsinki Kaivopuisto,-3.375,1976-12-18
Helsinki Kaivopuisto,-4.541666666666667,1976-12-19
Helsinki Kaivopuisto,47.375,1976-12-20
Helsinki Kaivopuisto,-45.291666666666664,1976-12-21
Helsinki Kaivopuisto,-129.75,1976-12-22
Helsinki Kaivopuisto,-91.79166666666667,1976-12-23
Helsinki Kaivopuisto,54.75,1976-12-24
Helsinki Kaivopuisto,-70.70833333333333,1976-12-25
Helsinki Kaivopuisto,-188.75,1976-12-26
Helsinki Kaivopuisto,60.125,1976-12-27
Helsinki Kaivopuisto,-123.375,1976-12-28
Helsinki Kaivopuisto,125.29166666666667,1976-12-29
Helsinki Kaivopuisto,123.04166666666667,1976-12-30
Helsinki Kaivopuisto,-115.91666666666667,1976-12-31
Helsinki Kaivopuisto,-79.58333333333333,1977-01-01
Helsinki Kaivopuisto,-194.16666666666666,1977-01-02
Helsinki Kaivopuisto,-108.41666666666667,1977-01-03
Helsinki Kaivopuisto,-95.125,1977-01-04
Helsinki Kaivopuisto,23.041666666666668,1977-01-05
Helsinki Kaivopuisto,24.291666666666668,1977-01-06
Helsinki Kaivopuisto,113.125,1977-01-07
Helsinki Kaivopuisto,50.916666666666664,1977-01-08
Helsinki Kaivopuisto,78.58333333333333,1977-01-09
Helsinki Kaivopuisto,-2.7083333333333335,1977-01-10
Helsinki Kaivopuisto,13.083333333333334,1977-01-11
Helsinki Kaivopuisto,-68.08333333333333,1977-01-12
Helsinki Kaivopuisto,-35.25,1977-01-13
Helsinki Kaivopuisto,-126.04166666666667,1977-01-14
Helsinki Kaivopuisto,-100.875,1977-01-15
Helsinki Kaivopuisto,-195.54166666666666,1977-01-16
Helsinki Kaivopuisto,-135.875,1977-01-17
Helsinki Kaivopuisto,-128.75,1977-01-18
Helsinki Kaivopuisto,-183.04166666666666,1977-01-19
Helsinki Kaivopuisto,-231.125,1977-01-20
Helsinki Kaivopuisto,-239.91666666666666,1977-01-21
Helsinki Kaivopuisto,-255.33333333333334,1977-01-22
Helsinki Kaivopuisto,-286.25,1977-01-23
Helsinki Kaivopuisto,-301.0,1977-01-24
Helsinki Kaivopuisto,-261.75,1977-01-25
Helsinki Kaivopuisto,-331.125,1977-01-26
Helsinki Kaivopuisto,-271.75,1977-01-27
Helsinki Kaivopuisto,-128.58333333333334,1977-01-28
Helsinki Kaivopuisto,-211.75,1977-01-29
Helsinki Kaivopuisto,-187.66666666666666,1977-01-30
Helsinki Kaivopuisto,-117.875,1977-01-31
Helsinki Kaivopuisto,-99.33333333333333,1977-02-01
Helsinki Kaivopuisto,-58.291666666666664,1977-02-02
Helsinki Kaivopuisto,-41.291666666666664,1977-02-03
Helsinki Kaivopuisto,-102.04166666666667,1977-02-04
Helsinki Kaivopuisto,-203.25,1977-02-05
Helsinki Kaivopuisto,-168.625,1977-02-06
Helsinki Kaivopuisto,-180.04166666666666,1977-02-07
Helsinki Kaivopuisto,-175.875,1977-02-08
Helsinki Kaivopuisto,-10.708333333333334,1977-02-09
Helsinki Kaivopuisto,38.958333333333336,1977-02-10
Helsinki Kaivopuisto,-167.125,1977-02-11
Helsinki Kaivopuisto,-258.2083333333333,1977-02-12
Helsinki Kaivopuisto,-263.3333333333333,1977-02-13
Helsinki Kaivopuisto,-295.7916666666667,1977-02-14
Helsinki Kaivopuisto,-349.0833333333333,1977-02-15
Helsinki Kaivopuisto,-338.75,1977-02-16
Helsinki Kaivopuisto,-248.95833333333334,1977-02-17
Helsinki Kaivopuisto,-318.25,1977-02-18
Helsinki Kaivopuisto,-393.7083333333333,1977-02-19
Helsinki Kaivopuisto,-411.6666666666667,1977-02-20
Helsinki Kaivopuisto,-376.6666666666667,1977-02-21
Helsinki Kaivopuisto,-217.16666666666666,1977-02-22
Helsinki Kaivopuisto,-147.20833333333334,1977-02-23
Helsinki Kaivopuisto,-202.41666666666666,1977-02-24
Helsinki Kaivopuisto,-241.54166666666666,1977-02-25
Helsinki Kaivopuisto,-342.8333333333333,1977-02-26
Helsinki Kaivopuisto,-184.54166666666666,1977-02-27
Helsinki Kaivopuisto,-150.25,1977-02-28
Helsinki Kaivopuisto,-172.0,1977-03-01
Helsinki Kaivopuisto,-6.666666666666667,1977-03-02
Helsinki Kaivopuisto,-161.75,1977-03-03
Helsinki Kaivopuisto,-155.625,1977-03-04
Helsinki Kaivopuisto,51.875,1977-03-05
Helsinki Kaivopuisto,53.708333333333336,1977-03-06
Helsinki Kaivopuisto,108.41666666666667,1977-03-07
Helsinki Kaivopuisto,86.33333333333333,1977-03-08
Helsinki Kaivopuisto,55.75,1977-03-09
Helsinki Kaivopuisto,26.416666666666668,1977-03-10
Helsinki Kaivopuisto,-8.916666666666666,1977-03-11
Helsinki Kaivopuisto,-103.0,1977-03-12
Helsinki Kaivopuisto,-48.916666666666664,1977-03-13
Helsinki Kaivopuisto,-101.29166666666667,1977-03-14
Helsinki Kaivopuisto,-21.166666666666668,1977-03-15
Helsinki Kaivopuisto,-44.0,1977-03-16
Helsinki Kaivopuisto,-107.125,1977-03-17
Helsinki Kaivopuisto,-125.91666666666667,1977-03-18
Helsinki Kaivopuisto,-107.54166666666667,1977-03-19
Helsinki Kaivopuisto,-141.0,1977-03-20
Helsinki Kaivopuisto,-108.45833333333333,1977-03-21
Helsinki Kaivopuisto,-130.58333333333334,1977-03-22
Helsinki Kaivopuisto,-92.70833333333333,1977-03-23
Helsinki Kaivopuisto,-144.08333333333334,1977-03-24
Helsinki Kaivopuisto,-188.20833333333334,1977-03-25
Helsinki Kaivopuisto,-26.625,1977-03-26
Helsinki Kaivopuisto,-192.56521739130434,1977-03-27
Helsinki Kaivopuisto,-374.4583333333333,1977-03-28
Helsinki Kaivopuisto,-287.4583333333333,1977-03-29
Helsinki Kaivopuisto,-139.83333333333334,1977-03-30
Helsinki Kaivopuisto,-206.625,1977-03-31
Helsinki Kaivopuisto,-304.9583333333333,1977-04-01
Helsinki Kaivopuisto,-267.0416666666667,1977-04-02
Helsinki Kaivopuisto,-69.66666666666667,1977-04-03
Helsinki Kaivopuisto,-282.9166666666667,1977-04-04
Helsinki Kaivopuisto,-108.45833333333333,1977-04-05
Helsinki Kaivopuisto,-169.58333333333334,1977-04-06
Helsinki Kaivopuisto,-5.666666666666667,1977-04-07
Helsinki Kaivopuisto,99.33333333333333,1977-04-08
Helsinki Kaivopuisto,-117.45833333333333,1977-04-09
Helsinki Kaivopuisto,-375.0833333333333,1977-04-10
Helsinki Kaivopuisto,-90.375,1977-04-11
Helsinki Kaivopuisto,-73.08333333333333,1977-04-12
Helsinki Kaivopuisto,-90.66666666666667,1977-04-13
Helsinki Kaivopuisto,-82.70833333333333,1977-04-14
Helsinki Kaivopuisto,-56.375,1977-04-15
Helsinki Kaivopuisto,-14.083333333333334,1977-04-16
Helsinki Kaivopuisto,33.416666666666664,1977-04-17
Helsinki Kaivopuisto,-2.375,1977-04-18
Helsinki Kaivopuisto,140.54166666666666,1977-04-19
Helsinki Kaivopuisto,147.125,1977-04-20
Helsinki Kaivopuisto,88.25,1977-04-21
Helsinki Kaivopuisto,116.95833333333333,1977-04-22
Helsinki Kaivopuisto,118.04166666666667,1977-04-23
Helsinki Kaivopuisto,132.29166666666666,1977-04-24
Helsinki Kaivopuisto,220.91666666666666,1977-04-25
Helsinki Kaivopuisto,172.45833333333334,1977-04-26
Helsinki Kaivopuisto,87.04166666666667,1977-04-27
Helsinki Kaivopuisto,148.95833333333334,1977-04-28
Helsinki Kaivopuisto,75.875,1977-04-29
Helsinki Kaivopuisto,81.20833333333333,1977-04-30
Helsinki Kaivopuisto,0.4583333333333333,1977-05-01
Helsinki Kaivopuisto,-52.083333333333336,1977-05-02
Helsinki Kaivopuisto,-95.5,1977-05-03
Helsinki Kaivopuisto,-105.5,1977-05-04
Helsinki Kaivopuisto,-101.20833333333333,1977-05-05
Helsinki Kaivopuisto,-69.75,1977-05-06
Helsinki Kaivopuisto,10.541666666666666,1977-05-07
Helsinki Kaivopuisto,-123.08333333333333,1977-05-08
Helsinki Kaivopuisto,-27.375,1977-05-09
Helsinki Kaivopuisto,-99.625,1977-05-10
Helsinki Kaivopuisto,-107.04166666666667,1977-05-11
Helsinki Kaivopuisto,-130.875,1977-05-12
Helsinki Kaivopuisto,-146.625,1977-05-13
Helsinki Kaivopuisto,-111.91666666666667,1977-05-14
Helsinki Kaivopuisto,-44.875,1977-05-15
Helsinki Kaivopuisto,-52.458333333333336,1977-05-16
Helsinki Kaivopuisto,7.583333333333333,1977-05-17
Helsinki Kaivopuisto,-23.375,1977-05-18
Helsinki Kaivopuisto,-77.41666666666667,1977-05-19
Helsinki Kaivopuisto,-116.875,1977-05-20
Helsinki Kaivopuisto,-159.20833333333334,1977-05-21
Helsinki Kaivopuisto,-155.04166666666666,1977-05-22
Helsinki Kaivopuisto,-150.29166666666666,1977-05-23
Helsinki Kaivopuisto,-118.45833333333333,1977-05-24
Helsinki Kaivopuisto,-211.625,1977-05-25
Helsinki Kaivopuisto,-159.33333333333334,1977-05-26
Helsinki Kaivopuisto,-155.625,1977-05-27
Helsinki Kaivopuisto,-147.08333333333334,1977-05-28
Helsinki Kaivopuisto,-167.25,1977-05-29
Helsinki Kaivopuisto,-135.58333333333334,1977-05-30
Helsinki Kaivopuisto,-137.875,1977-05-31
Helsinki Kaivopuisto,-143.91666666666666,1977-06-01
Helsinki Kaivopuisto,-174.125,1977-06-02
Helsinki Kaivopuisto,-151.79166666666666,1977-06-03
Helsinki Kaivopuisto,-109.70833333333333,1977-06-04
Helsinki Kaivopuisto,-85.375,1977-06-05
Helsinki Kaivopuisto,-114.79166666666667,1977-06-06
Helsinki Kaivopuisto,-87.83333333333333,1977-06-07
Helsinki Kaivopuisto,-101.83333333333333,1977-06-08
Helsinki Kaivopuisto,-123.91666666666667,1977-06-09
Helsinki Kaivopuisto,-178.66666666666666,1977-06-10
Helsinki Kaivopuisto,-153.45833333333334,1977-06-11
Helsinki Kaivopuisto,-146.45833333333334,1977-06-12
Helsinki Kaivopuisto,-141.70833333333334,1977-06-13
Helsinki Kaivopuisto,-181.625,1977-06-14
Helsinki Kaivopuisto,-194.375,1977-06-15
Helsinki Kaivopuisto,-165.33333333333334,1977-06-16
Helsinki Kaivopuisto,-151.25,1977-06-17
Helsinki Kaivopuisto,-186.45833333333334,1977-06-18
Helsinki Kaivopuisto,-150.25,1977-06-19
Helsinki Kaivopuisto,-124.20833333333333,1977-06-20
Helsinki Kaivopuisto,-46.291666666666664,1977-06-21
Helsinki Kaivopuisto,-100.58333333333333,1977-06-22
Helsinki Kaivopuisto,-77.04166666666667,1977-06-23
Helsinki Kaivopuisto,-89.33333333333333,1977-06-24
Helsinki Kaivopuisto,-81.5,1977-06-25
Helsinki Kaivopuisto,-116.83333333333333,1977-06-26
Helsinki Kaivopuisto,22.5,1977-06-27
Helsinki Kaivopuisto,75.29166666666667,1977-06-28
Helsinki Kaivopuisto,6.916666666666667,1977-06-29
Helsinki Kaivopuisto,-12.625,1977-06-30
Helsinki Kaivopuisto,40.625,1977-07-01
Helsinki Kaivopuisto,23.125,1977-07-02
Helsinki Kaivopuisto,100.91666666666667,1977-07-03
Helsinki Kaivopuisto,116.41666666666667,1977-07-04
Helsinki Kaivopuisto,114.70833333333333,1977-07-05
Helsinki Kaivopuisto,-32.041666666666664,1977-07-06
Helsinki Kaivopuisto,-42.958333333333336,1977-07-07
Helsinki Kaivopuisto,-106.54166666666667,1977-07-08
Helsinki Kaivopuisto,-48.0,1977-07-09
Helsinki Kaivopuisto,-18.291666666666668,1977-07-10
Helsinki Kaivopuisto,1.2083333333333333,1977-07-11
Helsinki Kaivopuisto,32.666666666666664,1977-07-12
Helsinki Kaivopuisto,-20.041666666666668,1977-07-13
Helsinki Kaivopuisto,-67.75,1977-07-14
